"uid","city_name","offense_code","offense_type","offense_group","offense_against","date_single","longitude","latitude","location_type","location_category","census_block","date_start","date_end"
16238183,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-24 16:43",-73.881297,40.660482,"residence","residence","360471110001000","2018-01-24 16:30","2018-01-24 16:56"
16238205,"New York","90Z","all other offenses","all other offenses","other","2018-01-24 16:55",-74.004223,40.728506,"other retail","retail","360610067002003","2018-01-24 16:50","2018-01-24 17:00"
16238281,"New York","90Z","all other offenses","all other offenses","other","2018-01-24 17:52",-73.984836,40.765024,"rapid transit","transportation","360610133005000","2018-01-24 17:45","2018-01-24 18:00"
16238410,"New York","12A","personal robbery","robbery","property","2018-01-24 19:35",-73.829937,40.788463,"street","street","360810945001001","2018-01-24 19:30","2018-01-24 19:40"
16238452,"New York","90Z","all other offenses","all other offenses","other","2018-01-24 20:20",-73.980096,40.717355,"residence","residence","360610022014001","2018-01-24 20:15","2018-01-24 20:25"
16238517,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-24 21:31",-74.002798,40.732615,"street","street","360610073004005","2018-01-24 21:31","2018-01-24 21:32"
16238660,"New York","90Z","all other offenses","all other offenses","other","2018-01-25 00:02",-73.983961,40.72548,"street","street","360610032002000","2018-01-25 00:00","2018-01-25 00:05"
16239168,"New York","26U","other fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-01-25 13:15",-73.977381,40.776822,"residence","residence","360610157002001","2018-01-25 13:00","2018-01-25 13:30"
16239261,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-25 14:42",-73.924923,40.644763,"street","street","360470946001004","2018-01-25 14:40","2018-01-25 14:45"
16239477,"New York","90Z","all other offenses","all other offenses","other","2018-01-25 17:19",-73.817972,40.687215,"residence","residence","360810158021005","2018-01-25 17:09","2018-01-25 17:29"
16239611,"New York","240","motor vehicle theft","motor vehicle theft","property","2018-01-25 19:15",-74.001141,40.710185,"street","street","360610029004022","2018-01-25 15:30","2018-01-25 23:00"
16239707,"New York","26U","other fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-01-25 21:00",-73.931868,40.763528,,,"360810045001010","2018-01-12 07:00","2018-02-08 11:00"
16239897,"New York","13A","aggravated assault","assault offenses","persons","2018-01-26 01:12",-73.987921,40.732293,"bar/club","leisure","360610042001001","2018-01-26 01:10","2018-01-26 01:14"
16240011,"New York","90D","driving under the influence","driving under the influence","society","2018-01-26 03:54",-73.831571,40.699324,"street","street","360810122001001","2018-01-26 03:35","2018-01-26 04:14"
16240020,"New York","23G","theft of motor vehicle parts or accessories","larceny/theft offenses","property","2018-01-26 04:00",-73.938294,40.755567,"street","street","360810033003001","2018-01-26 00:30","2018-01-26 07:30"
16240046,"New York","90J","trespass of real property","trespass of real property","society","2018-01-26 04:33",-73.920449,40.827663,"residence","residence","360050183011000","2018-01-26 04:30","2018-01-26 04:37"
16240095,"New York","13B","simple assault","assault offenses","persons","2018-01-26 06:27",-73.927617,40.702938,"residence","residence","360470427003001","2018-01-26 06:00","2018-01-26 06:55"
16240144,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-26 07:50",-73.965777,40.697644,"street","street","360470543001017","2018-01-25 23:00","2018-01-26 16:40"
16240264,"New York","90Z","all other offenses","all other offenses","other","2018-01-26 10:26",-73.901332,40.839206,"school","education","360050167002005","2018-01-26 10:21","2018-01-26 10:31"
16240312,"New York","90Z","all other offenses","all other offenses","other","2018-01-26 11:15",-74.003291,40.717744,"healthcare","healthcare","360610033001004","2018-01-26 11:15",
16240496,"New York","90Z","all other offenses","all other offenses","other","2018-01-26 13:53",-74.07672,40.642127,"street","street","360850003001005","2018-01-26 13:50","2018-01-26 13:56"
16240579,"New York","510","bribery","bribery","property","2018-01-26 14:50",-73.943601,40.681782,"street","street","360470269001000","2018-01-26 14:50","2018-01-26 14:50"
16240612,"New York","250","counterfeiting/forgery","counterfeiting/forgery","property","2018-01-26 15:09",-73.97739,40.631959,"other retail","retail","360470478001001","2018-01-26 15:00","2018-01-26 15:18"
16240891,"New York","23H","all other larceny","larceny/theft offenses","property","2018-01-26 18:40",-73.995593,40.607173,"residence","residence","360470284001000","2018-01-26 17:20","2018-01-26 20:00"
16241035,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-26 20:40",-73.974261,40.740825,"residence","residence","360610062001000","2018-01-26 20:40","2018-01-26 20:40"
16241401,"New York","23G","theft of motor vehicle parts or accessories","larceny/theft offenses","property","2018-01-27 02:45",-73.879194,40.641661,"street","street","360471058044000","2018-01-26 20:00","2018-01-27 09:30"
16241706,"New York","270","embezzlement","embezzlement","property","2018-01-27 11:00",-73.974765,40.685468,"other","other","360470035002001","2018-01-27 11:00",
16241794,"New York","90J","trespass of real property","trespass of real property","society","2018-01-27 12:29",-73.791102,40.680077,"residence","residence","360810288004000","2018-01-27 12:28","2018-01-27 12:30"
16241817,"New York","13B","simple assault","assault offenses","persons","2018-01-27 12:55",-73.794057,40.591975,"residence","residence","360810964002008","2018-01-27 12:50","2018-01-27 13:00"
16242044,"New York","13B","simple assault","assault offenses","persons","2018-01-27 16:37",-73.971908,40.757133,"rapid transit","transportation","360610100001004","2018-01-27 16:37","2018-01-27 16:38"
16242147,"New York","12A","personal robbery","robbery","property","2018-01-27 18:17",-73.984867,40.756046,"street","street","360610119001004","2018-01-27 18:10","2018-01-27 18:25"
16242312,"New York","12A","personal robbery","robbery","property","2018-01-27 20:32",-73.797543,40.709214,"gas station","retail","360810454001006","2018-01-27 20:29","2018-01-27 20:35"
16242516,"New York","23A","pocket-picking","larceny/theft offenses","property","2018-01-27 23:37",-73.988178,40.748298,"rapid transit","transportation","360610076001003","2018-01-27 23:30","2018-01-27 23:45"
16242610,"New York","23C","shoplifting","larceny/theft offenses","property","2018-01-28 01:05",-74.003518,40.706021,"office","commercial","360610015022012","2018-01-28 01:00","2018-01-28 01:10"
16242642,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society","2018-01-28 01:42",-73.924054,40.689648,"other","other","360470375002001","2018-01-27 23:25","2018-01-28 04:00"
16242691,"New York","13A","aggravated assault","assault offenses","persons","2018-01-28 02:25",-73.951219,40.652573,"residence","residence","360470820002000","2018-01-28 02:20","2018-01-28 02:30"
16242763,"New York","23G","theft of motor vehicle parts or accessories","larceny/theft offenses","property","2018-01-28 03:30",-73.84868,40.862874,"street","street","360050316001001","2018-01-27 19:00","2018-01-28 12:00"
16242778,"New York","13B","simple assault","assault offenses","persons","2018-01-28 03:45",-73.879807,40.827216,"bar/club","leisure","360050050021001","2018-01-28 03:45",
16242955,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-28 08:23",-73.953435,40.585774,"residence","residence","360470606001002","2018-01-28 08:00","2018-01-28 08:46"
16243043,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-28 11:00",-73.936758,40.829882,"residence","residence","360610243021005","2018-01-28 11:00",
16243068,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-28 11:30",-74.092092,40.618632,"residence","residence","360850039001000","2018-01-28 11:00","2018-01-28 12:00"
16243091,"New York","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-01-28 12:00",-74.028986,40.616763,"residence","residence","360470160002000","2018-01-28 12:00",
16243126,"New York","90Z","all other offenses","all other offenses","other","2018-01-28 12:41",-73.922212,40.664807,"residence","residence","360470900007001","2018-01-28 12:40","2018-01-28 12:42"
16243267,"New York","23H","all other larceny","larceny/theft offenses","property","2018-01-28 15:00",-73.992291,40.728874,"street","street","360610057002003","2018-01-28 14:00","2018-01-28 16:00"
16243450,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-28 18:11",-73.982543,40.684443,"residence","residence","360470039002001","2018-01-28 18:11","2018-01-28 18:11"
16243512,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-28 19:07",-73.993471,40.687411,"residence","residence","360470045003000","2018-01-28 19:07","2018-01-28 19:07"
16243772,"New York","13B","simple assault","assault offenses","persons","2018-01-29 00:45",-73.928182,40.787875,"other","other","360610240001002","2018-01-29 00:40","2018-01-29 00:50"
16243834,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-29 02:00",-73.93091,40.671037,"street","street","360470351001000","2018-01-28 20:00","2018-01-29 08:00"
16243877,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property","2018-01-29 03:15",-73.909686,40.821844,"street","street","360050071001000","2018-01-28 22:30","2018-01-29 08:00"
16243911,"New York","23D","theft from building","larceny/theft offenses","property","2018-01-29 04:30",-73.951971,40.669047,"residence","residence","360470321001000","2018-01-27 13:00","2018-01-30 20:00"
16244098,"New York","13A","aggravated assault","assault offenses","persons","2018-01-29 10:15",-73.927314,40.818568,"rapid transit","transportation","360050063002025","2018-01-29 10:00","2018-01-29 10:30"
16244126,"New York","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-01-29 10:55",-73.937261,40.745185,"commercial vehicle","vehicle","360810179001011","2018-01-29 10:55",
16244230,"New York","90Z","all other offenses","all other offenses","other","2018-01-29 12:50",-73.913671,40.660258,"residence","residence","360470898002002","2018-01-29 12:50",
16244368,"New York","280","stolen property offenses","stolen property offenses","property","2018-01-29 14:55",-73.989794,40.757241,"rapid transit","transportation","360610121001001","2018-01-29 14:50","2018-01-29 15:00"
16244406,"New York","13A","aggravated assault","assault offenses","persons","2018-01-29 15:22",-73.91754,40.825292,"street","street","360050173003002","2018-01-29 15:20","2018-01-29 15:25"
16244496,"New York","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property","2018-01-29 16:50",-73.748196,40.601496,"street","street","360811010014002","2018-01-29 16:40","2018-01-29 17:00"
16244595,"New York","90Z","all other offenses","all other offenses","other","2018-01-29 18:15",-74.083122,40.612614,"residence","residence","360850040002001","2018-01-29 18:00","2018-01-29 18:30"
16244597,"New York","13A","aggravated assault","assault offenses","persons","2018-01-29 18:22",-73.949237,40.82301,"residence","residence","360610225004000","2018-01-29 18:20","2018-01-29 18:25"
16244786,"New York","12A","personal robbery","robbery","property","2018-01-29 21:25",-73.867795,40.685785,"street","street","360471184001001","2018-01-29 21:20","2018-01-29 21:30"
